Q680;DEFORMIDAD CONGENITA DEL MUSCULO ESTERNOCLEIDOMASTOIDEO;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q681;DEFORMIDAD CONGENITA DE LA MANO;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q682;DEFORMIDAD CONGENITA DE LA RODILLA;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q683;CURVATURA CONGENITA DEL FEMUR;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q684;CURVATURA CONGENITA DE LA TIBIA Y DEL PERONE;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q685;CURVATURA CONGENITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR-SIN OTRA ESPECIFICACION;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q688;OTRAS DEFORMIDADES CONGENITAS OSTEOMUSCULARES-ESPECIFICADAS;OTRAS DEFORMIDADES OSTEOMUSCULARES CONGENITAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q68;17;A
Q690;DEDO(S) SUPERNUMERARIO(S) DE LA MANO;POLIDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q69;17;A
Q691;PULGAR(ES) SUPERNUMERARIO(S);POLIDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q69;17;A
Q692;DEDO(S) SUPERNUMERARIO(S) DEL PIE;POLIDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q69;17;A
Q699;POLIDACTILIA-NO ESPECIFICADA;POLIDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q69;17;A
Q700;FUSION DE LOS DEDOS DE LA MANO;SINDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q70;17;A
Q701;MEMBRANA INTERDIGITAL DE LA MANO;SINDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q70;17;A
Q702;FUSION DE LOS DEDOS DEL PIE;SINDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q70;17;A
Q703;MEMBRANA INTERDIGITAL DEL PIE;SINDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q70;17;A
Q704;POLISINDACTILIA;SINDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q70;17;A
Q709;SINDACTILIA-NO ESPECIFICADA;SINDACTILIA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q70;17;A
Q710;AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES);DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q711;AUSENCIA CONGENITA DEL BRAZO Y DEL ANTEBRAZO CON PRESENCIA DE LA MANO;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q712;AUSENCIA CONGENITA DEL ANTEBRAZO Y DE LA MANO;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q713;AUSENCIA CONGENITA DE LA MANO Y EL (LOS) DEDO(S);DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q714;DEFECTO POR REDUCCION LONGITUDINAL DEL RADIO;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q715;DEFECTO POR REDUCCION LONGITUDINAL DEL CUBITO;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q716;MANO EN PINZA DE LANGOSTA;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q718;OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES);DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q719;DEFECTO POR REDUCCION DEL MIEMBRO SUPERIOR-NO ESPECIFICADO;DEFECTOS POR REDUCCION DEL MIEMBRO SUPERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q71;17;A
Q720;AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) INFERIOR(ES);DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q721;AUSENCIA CONGENITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q722;AUSENCIA CONGENITA DE LA PIERNA Y DEL PIE;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q723;AUSENCIA CONGENITA DEL PIE Y DEDO(S) DEL PIE;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q724;DEFECTO POR REDUCCION LONGITUDINAL DEL FEMUR;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q725;DEFECTO POR REDUCCION LONGITUDINAL DE LA TIBIA;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q726;DEFECTO POR REDUCCION LONGITUDINAL DEL PERONE;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q727;PIE HENDIDO;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q728;OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) INFERIOR(ES);DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q729;DEFECTO POR REDUCCION DEL MIEMBRO INFERIOR-NO ESPECIFICADO;DEFECTOS POR REDUCCION DEL MIEMBRO INFERIOR;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q72;17;A
Q730;AUSENCIA COMPLETA DE MIEMBRO(S) NO ESPECIFICADO(S);DEFECTOS POR REDUCCION DE MIEMBRO NO ESPECIFICADO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q73;17;A
Q731;FOCOMELIA-MIEMBRO(S) NO ESPECIFICADO(S);DEFECTOS POR REDUCCION DE MIEMBRO NO ESPECIFICADO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q73;17;A
Q738;OTROS DEFECTOS POR REDUCCION DE MIEMBRO(S) NO ESPECIFICADO(S);DEFECTOS POR REDUCCION DE MIEMBRO NO ESPECIFICADO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q73;17;A
Q740;OTRAS MALFORMACIONES CONGENITAS DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES)-INCLUIDA LA CINTURA ESCAPULAR;OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q74;17;A
Q741;MALFORMACION CONGENITA DE LA RODILLA;OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q74;17;A
Q742;OTRAS MALFORMACIONES CONGENITAS DEL (DE LOS) MIEMBRO(S) INFERIOR(ES)-INCLUIDA LA CINTURA PELVIANA;OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q74;17;A
Q743;ARTROGRIPOSIS MULTIPLE CONGENITA;OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q74;17;A
Q748;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL (DE LOS) MIEMBRO(S);OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q74;17;A
Q749;MALFORMACION CONGENITA DE MIEMBRO(S)-NO ESPECIFICADA;OTRAS ANOMALIAS CONGENITAS DEL (DE LOS) MIEMBRO(S);3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q74;17;A
Q750;CRANEOSINOSTOSIS;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q751;DISOSTOSIS CRANEOFACIAL;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q752;HIPERTELORISMO;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q753;MACROCEFALIA;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q754;DISOSTOSIS MAXILOFACIAL;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q755;DISOSTOSIS OCULOMAXILAR;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q758;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q759;MALFORMACION CONGENITA NO ESPECIFICADA DE LOS HUESOS DEL CRANEO Y DE LA CARA;OTRAS MALFORMACIONES CONGENITAS DE LOS HUESOS DEL CRANEO Y DE LA CARA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q75;17;A
Q760;ESPINA BIFIDA OCULTA;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q761;SINDROME DE KLIPPEL-FEIL;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q762;ESPONDILOLISTESIS CONGENITA;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q763;ESCOLIOSIS CONGENITA DEBIDA A MALFORMACION CONGENITA OSEA;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q764;OTRA MALFORMACION CONGENITA DE LA COLUMNA VERTEBRAL-NO ASOCIADA CON ESCOLIOSIS;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q765;COSTILLA CERVICAL;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q766;OTRAS MALFORMACIONES CONGENITAS DE LAS COSTILLAS;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q767;MALFORMACION CONGENITA DEL ESTERNON;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q768;OTRAS MALFORMACIONES CONGENITAS DEL TORAX OSEO;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q769;MALFORMACION CONGENITA DEL TORAX OSEO-NO ESPECIFICADA;MALFORMACIONES CONGENITAS DE LA COLUMNA VERTEBRAL Y TORAX OSEO;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q76;17;A
Q770;ACONDROGENESIS;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q771;ENANISMO TANATOFORICO;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q772;SINDROME DE COSTILLA CORTA;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q773;CONDRODISPLASIA PUNCTATA;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q774;ACONDROPLASIA;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q775;DISPLASIA DISTROFICA;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q776;DISPLASIA CONDROECTODERMICA;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q777;DISPLASIA ESPONDILOEPIFISARIA;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q778;OTRAS OSTEOCONDRODISPLASIAS CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q779;OSTEOCONDRODISPLASIA CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL-SIN OTRA ESPECIFICACION;OSTEOCONDRODISPLASIA CON DEFECTO DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q77;17;A
Q780;OSTEOGENESIS IMPERFECTA;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q781;DISPLASIA POLIOSTOTICA FIBROSA;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q782;OSTEOPETROSIS;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q783;DISPLASIA DIAFISARIA PROGRESIVA;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q784;ENCONDROMATOSIS;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q785;DISPLASIA METAFISARIA;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q786;EXOSTOSIS CONGENITA MULTIPLE;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q788;OTRAS OSTEOCONDRODISPLASIAS ESPECIFICADAS;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q789;OSTEOCONDRODISPLASIA-NO ESPECIFICADA;OTRAS OSTEOCONDRODISPLASIAS;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q78;17;A
Q790;HERNIA DIAFRAGMATICA CONGENITA;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q791;OTRAS MALFORMACIONES CONGENITAS DEL DIAFRAGMA;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q792;EXONFALOS;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q793;GASTROSQUISIS;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q794;SINDROME DEL ABDOMEN EN CIRUELA PASA;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q795;OTRAS MALFORMACIONES CONGENITAS DE LA PARED ABDOMINAL;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q796;SINDROME DE EHLERS-DANLOS;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q798;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q799;MALFORMACION CONGENITA DEL SISTEMA OSTEOMUSCULAR-NO ESPECIFICADA;MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR-NO CLASIFICADAS EN OTRA PARTE;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q79;17;A
Q800;ICTIOSIS VULGAR;ICTIOSIS CONGENITA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q80;17;A
Q801;ICTIOSIS LIGADA AL CROMOSOMA X;ICTIOSIS CONGENITA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q80;17;A
Q802;ICTIOSIS LAMELAR;ICTIOSIS CONGENITA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q80;17;A
Q803;ERITRODERMIA ICTIOSIFORME VESICULAR CONGENITA;ICTIOSIS CONGENITA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q80;17;A
Q804;FETO ARLEQUIN;ICTIOSIS CONGENITA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q80;17;A
Q808;OTRAS ICTIOSIS CONGENITAS;ICTIOSIS CONGENITA;3;0;999;17;MALFORMACIONES CONGENITAS-DEFORMIDADES Y ANOMALIAS CROMOSOMICAS (Q00-Q99);Q80;17;A
